Raga Name Raw,Raga Name,AAROHANAM,AVAROHANAM,Melakarta,Melakarta Name,path,avro_path,pali,value,raaga,Raga_Rank
Saindhavi,Saindhavi,N2 D2 N2 S R2 G2 M1 P D2 N2,D2 P M1 G2 R2 S N2 D2 N2 S,0.0,Kharaharapriyā,N2-D2-N2-S-R2-G2-M1-P-D2-N2,D2-P-M1-G2-R2-S-N2-D2-N2-S,False,1,Saindhavi,22.0
Sangrama,Sangrama,S R2 M1 D2 N2 P S,S N2 D2 G2 R2 S,0.0,Kharaharapriyā,S-R2-M1-D2-N2-P-S,S-N2-D2-G2-R2-S,False,1,Sangrama,22.0
Sarvachoodāmani,Sarvachoodāmani,S R2 M1 G2 M1 P D2 N2 S,S N2 P D2 N2 D2 P M1 G2 R2 G2 R2 S,0.0,Kharaharapriyā,S-R2-M1-G2-M1-P-D2-N2-S,S-N2-P-D2-N2-D2-P-M1-G2-R2-G2-R2-S,False,1,Sarvachoodāmani,22.0
Shree Manoranjani,Shree Manoranjani,S G2 M1 D2 N2 S,S N2 D2 M1 G2 R2 S,0.0,Kharaharapriyā,S-G2-M1-D2-N2-S,S-N2-D2-M1-G2-R2-S,False,1,Shree Manoranjani,22.0
Shreeranjani,Shreeranjani,S R2 G2 M1 D2 N2 S,S N2 D2 M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-M1-D2-N2-S,S-N2-D2-M1-G2-R2-S,True,1,Shreeranjani,22.0
Siddhasena,Siddhasena,S G2 R2 G2 M1 P D2 S,S N2 D2 M1 P M1 R2 G2 R2 S,0.0,Kharaharapriyā,S-G2-R2-G2-M1-P-D2-S,S-N2-D2-M1-P-M1-R2-G2-R2-S,False,1,Siddhasena,22.0
Suddha Bangāla,Suddha Bangāla,S R2 M1 P D2 S,S D2 P M1 R2 G2 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-D2-S,S-D2-P-M1-R2-G2-R2-S,False,1,Suddha Bangāla,22.0
Suddha Bhairavi,Suddha Bhairavi,S G2 M1 P N2 D2 S,S N2 D2 M1 G2 R2 S,0.0,Kharaharapriyā,S-G2-M1-P-N2-D2-S,S-N2-D2-M1-G2-R2-S,False,1,Suddha Bhairavi,22.0
Suddha Manohari,Suddha Manohari,S R2 G2 M1 P D2 S,S N2 P M1 R2 G2 S,0.0,Kharaharapriyā,S-R2-G2-M1-P-D2-S,S-N2-P-M1-R2-G2-S,False,1,Suddha Manohari,22.0
Suddha Velāvali,Suddha Velāvali,S R2 M1 P N2 S,S N2 D2 N2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-M1-P-N2-S,S-N2-D2-N2-P-M1-G2-R2-S,False,1,Suddha Velāvali,22.0
Sugunabhooshani,Sugunabhooshani,S G2 M1 P M1 D2 N2 S,S N2 D2 P M1 D2 M1 R2 S,0.0,Kharaharapriyā,S-G2-M1-P-M1-D2-N2-S,S-N2-D2-P-M1-D2-M1-R2-S,False,1,Sugunabhooshani,22.0
Swarabhooshani,Swarabhooshani,S G2 M1 P D2 N2 S,S N2 D2 P M1 R2 S,0.0,Kharaharapriyā,S-G2-M1-P-D2-N2-S,S-N2-D2-P-M1-R2-S,False,1,Swarabhooshani,22.0
Swarakalānidhi,Swarakalānidhi,S M1 G2 M1 P D2 N2 S,S N2 D2 N2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-M1-G2-M1-P-D2-N2-S,S-N2-D2-N2-P-M1-G2-R2-S,False,1,Swarakalānidhi,22.0
Tavamukhāri,Tavamukhāri,S R2 G2 P D2 S,S N2 D2 P M1 G2 R2 S,0.0,Kharaharapriyā,S-R2-G2-P-D2-S,S-N2-D2-P-M1-G2-R2-S,False,1,Tavamukhāri,22.0
Vajrakānti,Vajrakānti,S G2 M1 P N2 S,S N2 D1 P M1 G2 R2 S,0.0,Kharaharapriyā,S-G2-M1-P-N2-S,S-N2-D1-P-M1-G2-R2-S,False,1,Vajrakānti,22.0
23 Gourimanohari,Gourimanohari,S R2 G2 M1 P D2 N3 S,S N3 D2 P M1 G2 R2 S,1.0,Gourimanohari,S-R2-G2-M1-P-D2-N3-S,S-N3-D2-P-M1-G2-R2-S,True,1,Gourimanohari,23.0
Gowrivelāvali,Gowrivelāvali,S R2 G2 S R2 M1 P D2 S,S N3 D2 P M1 G2 R2 S,0.0,Gourimanohari,S-R2-G2-S-R2-M1-P-D2-S,S-N3-D2-P-M1-G2-R2-S,False,1,Gowrivelāvali,23.0
Gowrishankar,Gowrishankar,S R2 G2 M1 P N3 S,S N3 D2 P M1 G2 R2 S,0.0,Gourimanohari,S-R2-G2-M1-P-N3-S,S-N3-D2-P-M1-G2-R2-S,False,1,Gowrishankar,23.0
Hamsadeepika,Hamsadeepika,S R2 G2 M1 D2 S,S N3 D2 P M1 G2 R2 S,0.0,Gourimanohari,S-R2-G2-M1-D2-S,S-N3-D2-P-M1-G2-R2-S,False,1,Hamsadeepika,23.0
Hrudkamali,Hrudkamali,S R2 M1 D2 N3 S,S N3 D2 M1 R2 S,0.0,Gourimanohari,S-R2-M1-D2-N3-S,S-N3-D2-M1-R2-S,True,1,Hrudkamali,23.0
Lavanthika,Lavanthika,S R2 M1 P N3 S,S N3 P M1 R2 S,0.0,Gourimanohari,S-R2-M1-P-N3-S,S-N3-P-M1-R2-S,True,1,Lavanthika,23.0
Sundaramanohari,Sundaramanohari,S R2 M1 P N3 S,S N3 D2 P M1 G2 R2 S,0.0,Gourimanohari,S-R2-M1-P-N3-S,S-N3-D2-P-M1-G2-R2-S,False,1,Sundaramanohari,23.0
Thyagaraja Mangalam,Thyagaraja Mangalam,S G2 M1 P N3 S,S N3 D2 P M1 G2 R2 S,0.0,Gourimanohari,S-G2-M1-P-N3-S,S-N3-D2-P-M1-G2-R2-S,False,1,Thyagaraja Mangalam,23.0
Vasantashree (Amba Manohari),Vasantashree (Amba Manohari),S R2 G2 M1 D2 N3 S,S N3 D2 M1 G2 R2 S,0.0,Gourimanohari,S-R2-G2-M1-D2-N3-S,S-N3-D2-M1-G2-R2-S,True,1,Vasantashree (Amba Manohari),23.0
Velāvali,Velāvali,S G2 M1 D2 N3 S,S N3 D2 P M1 G2 R2 S,0.0,Gourimanohari,S-G2-M1-D2-N3-S,S-N3-D2-P-M1-G2-R2-S,False,1,Velāvali,23.0
24 Varuṇapriyā,Varuṇapriyā,S R2 G2 M1 P D3 N3 S,S N3 D3 P M1 G2 R2 S,1.0,Varuṇapriyā,S-R2-G2-M1-P-D3-N3-S,S-N3-D3-P-M1-G2-R2-S,True,1,Varuṇapriyā,24.0
Veeravasantham,Veeravasantham,S R2 G2 M1 P S,S N3 D3 P M1 G2 R2 S,0.0,Varuṇapriyā,S-R2-G2-M1-P-S,S-N3-D3-P-M1-G2-R2-S,False,1,Veeravasantham,24.0
25 Māraranjani,Māraranjani,S R2 G3 M1 P D1 N1 S,S N1 D1 P M1 G3 R2 S,1.0,Māraranjani,S-R2-G3-M1-P-D1-N1-S,S-N1-D1-P-M1-G3-R2-S,True,1,Māraranjani,25.0
Sharāvathi,Sharāvathi,S R2 G3 M1 P D1 N1 D1 S,S N1 D1 P M1 G3 R2 S,0.0,Māraranjani,S-R2-G3-M1-P-D1-N1-D1-S,S-N1-D1-P-M1-G3-R2-S,False,1,Sharāvathi,25.0
Devasalaga,Devasalaga,S G3 P D1 N1 S,S N1 D1 P M1 G3 R2 S,0.0,Māraranjani,S-G3-P-D1-N1-S,S-N1-D1-P-M1-G3-R2-S,False,1,Devasalaga,25.0
Kesari,Kesari,S R2 G3 M1 P M1 D1 P D1 S,S D1 N1 D1 P M1 G2 R2 S,0.0,Māraranjani,S-R2-G3-M1-P-M1-D1-P-D1-S,S-D1-N1-D1-P-M1-G2-R2-S,False,1,Kesari,25.0
Gayakamandini,Gayakamandini,S R2 G3 M1 P D1 S,S D1 P M1 G3 R2 S,0.0,Māraranjani,S R2 G3 M1 P D1 S,S D1 P M1 G3 R2 S,False,1,Gayakamandini,25.0
Rājathilaka,Rājathilaka,S R2 G3 M1 P S,S P M1 G3 R2 S,0.0,Māraranjani,S-R2-G3-M1-P-S,S-P-M1-G3-R2-S,True,1,Rājathilaka,25.0
26 Chārukesi,Chārukesi,S R2 G3 M1 P D1 N2 S,S N2 D1 P M1 G3 R2 S,1.0,Chārukesi,S-R2-G3-M1-P-D1-N2-S,S-N2-D1-P-M1-G3-R2-S,True,1,Chārukesi,26.0
Tarangini,Tarangini,S R2 G3 P D1 N2 D1 S,S D1 P M1 G3 R2 S,0.0,Chārukesi,S-R2-G3-P-D1-N2-D1-S,S-D1-P-M1-G3-R2-S,False,1,Tarangini,26.0
Māravi,Māravi,S G3 M1 P N2 S,S N2 D1 P M1 G3 R2 S,0.0,Chārukesi,S-G3-M1-P-N2-S,S-N2-D1-P-M1-G3-R2-S,False,1,Māravi,26.0
Poorvadhanyāsi,Poorvadhanyāsi,S M1 G3 M1 N2 S,S N2 D1 P M1 G3 R2 S,0.0,Chārukesi,S-M1-G3-M1-N2-S,S-N2-D1-P-M1-G3-R2-S,False,1,Poorvadhanyāsi,26.0
Shiva Manohari,Shiva Manohari,S M1 G3 M1 P D1 N2 S,S N2 D1 P M1 G3 R2 S,0.0,Chārukesi,S-M1-G3-M1-P-D1-N2-S,S-N2-D1-P-M1-G3-R2-S,False,1,Shiva Manohari,26.0
Shukrajyothi,Shukrajyothi,S R2 G3 M1 P D1 N2 S,S N2 P D1 M1 G3 R2 S,0.0,Chārukesi,S-R2-G3-M1-P-D1-N2-S,S-N2-P-D1-M1-G3-R2-S,False,1,Shukrajyothi,26.0
Ushābharanam,Ushābharanam,S G3 M1 D1 P M1 D1 N2 S,S N2 D1 P M1 G3 R2 G3 M1 R2 S,0.0,Chārukesi,S-G3-M1-D1-P-M1-D1-N2-S,S-N2-D1-P-M1-G3-R2-G3-M1-R2-S,False,1,Ushābharanam,26.0
27 Sarasāngi,Sarasāngi,S R2 G3 M1 P D1 N3 S,S N3 D1 P M1 G3 R2 S,1.0,Sarasāngi,S-R2-G3-M1-P-D1-N3-S,S-N3-D1-P-M1-G3-R2-S,True,1,Sarasāngi,27.0
Sowrasenā,Sowrasenā,S R2 M1 P D1 S,S N3 D1 P M1 G3 R2 S,0.0,Sarasāngi,S-R2-M1-P-D1-S,S-N3-D1-P-M1-G3-R2-S,False,1,Sowrasenā,27.0
Haripriya,Haripriya,S R1 G3 M1 P S,S N3 D1 P M1 G3 S,0.0,Sarasāngi,S-R1-G3-M1-P-S,S-N3-D1-P-M1-G3-S,False,1,Haripriya,27.0
Srirangapriya,Srirangapriya,S R2 G3 M1 P D1 S,S D1 P M1 G3 R2 S,0.0,Sarasāngi,S-R2-G3-M1-P-D1-S,S-D1-P-M1-G3-R2-S,True,1,Srirangapriya,27.0
Kamalā Manohari,Kamalā Manohari,S G3 M1 P N3 S,S N3 D1 P M1 G3 S,0.0,Sarasāngi,S-G3-M1-P-N3-S,S-N3-D1-P-M1-G3-S,False,1,Kamalā Manohari,27.0
Madhulika,Madhulika,S R2 G3 M1 N3 S,S N3 M1 G3 R2 S,0.0,Sarasāngi,S-R2-G3-M1-N3-S,S-N3-M1-G3-R2-S,True,1,Madhulika,27.0
Nalinakānthi,Nalinakānthi,S G3 R2 M1 P N3 S,S N3 P M1 G3 R2 S,0.0,Sarasāngi,S-G3-R2-M1-P-N3-S,S-N3-P-M1-G3-R2-S,False,1,Nalinakānthi,27.0
Salavi,Salavi,S G3 R2 G3 M1 P D1 N3 D1 S,S N3 D1 P M1 G3 R2 S,0.0,Sarasāngi,S-G3-R2-G3-M1-P-D1-N3-D1-S,S-N3-D1-P-M1-G3-R2-S,False,1,Salavi,27.0
Sarasānana,Sarasānana,S R2 G3 M1 D1 N3 S,S N3 D1 M1 G3 R2 S,0.0,Sarasāngi,S-R2-G3-M1-D1-N3-S,S-N3-D1-M1-G3-R2-S,True,1,Sarasānana,27.0
Saraseeruha,Saraseeruha,S R2 G3 M1 D1 N1 D1 S,S N1 D1 M1 G3 R2,0.0,Sarasāngi,S-R2-G3-M1-D1-N1-D1-S,S-N1-D1-M1-G3-R2,False,1,Saraseeruha,27.0
Simhavāhini,Simhavāhini,S G2 M1 P D1 N3 S,S N3 D1 P M1 G3 R2 S,0.0,Sarasāngi,S-G2-M1-P-D1-N3-S,S-N3-D1-P-M1-G3-R2-S,False,1,Simhavāhini,27.0
Surasena,Surasena,S R2 M1 P D1 S,S N3 D1 P M1 G3 S R2 S,0.0,Sarasāngi,S-R2-M1-P-D1-S,S-N3-D1-P-M1-G3-S-R2-S,False,1,Surasena,27.0
Sutradhāri,Sutradhāri,(Also 20) S R2 M1 P D1 S,S D1 P M1 R2 S,0.0,Sarasāngi,(Also 20) S-R2-M1-P-D1-S,S-D1-P-M1-R2-S,False,1,Sutradhāri,27.0
Vasanthi,Vasanthi,S R2 G3 P D1 S,S D1 P G3 R2 S,0.0,Sarasāngi,S-R2-G3-P-D1-S,S-D1-P-G3-R2-S,True,1,Vasanthi,27.0
28 Harikāmbhōji,Harikāmbhōji,S R2 G3 M1 P D2 N2 S,S N2 D2 P M1 G3 R2 S,1.0,Harikāmbhōji,S-R2-G3-M1-P-D2-N2-S,S-N2-D2-P-M1-G3-R2-S,True,1,Harikāmbhōji,28.0
Ambhojini,Ambhojini,S R2 G3 M1 D2 S,S D2 M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-D2-S,S-D2-M1-G3-R2-S,True,1,Ambhojini,28.0
Andhali,Andhali,S R2 M1 P N2 S,S N2 P M1 R2 G3 M1 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-N2-S,S-N2-P-M1-R2-G3-M1-R2-S,False,1,Andhali,28.0
Aparoopam,Aparoopam,S R2 G3 M1 P N2 D2 N2 S,S D2 M1 G3 R2 G3 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-N2-D2-N2-S,S-D2-M1-G3-R2-G3-S,False,1,Aparoopam,28.0
Bālahamsa,Bālahamsa,S R2 M1 P D2 S,S N2 D2 P M1 R2 M1 G3 S,0.0,Harikāmbhōji,S-R2-M1-P-D2-S,S-N2-D2-P-M1-R2-M1-G3-S,False,1,Bālahamsa,28.0
Bahudāri,Bahudāri,S G3 M1 P D2 N2 S,S N2 P M1 G3 S,0.0,Harikāmbhōji,S-G3-M1-P-D2-N2-S,S-N2-P-M1-G3-S,False,1,Bahudāri,28.0
Chāyalagakhamās,Chāyalagakhamās,S M1 G3 M1 P D2 N2 S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-M1-G3-M1-P-D2-N2-S,S-N2-D2-P-M1-G3-R2-S,False,1,Chāyalagakhamās,28.0
Chāyatārangini,Chāyatārangini,S R2 M1 G3 M1 P N2 S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-M1-G3-M1-P-N2-S,S-N2-D2-P-M1-G3-R2-S,False,1,Chāyatārangini,28.0
Chandrahasitham,Chandrahasitham,S R2 G3 M1 D2 N2 S,S N2 D2 M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-D2-N2-S,S-N2-D2-M1-G3-R2-S,True,1,Chandrahasitham,28.0
Dasharatipriya,Dasharatipriya,S M1 G3 M1 P D2 N2 D2 S,S N2 D2 P M1 G3 M1 R2 S,0.0,Harikāmbhōji,S-M1-G3-M1-P-D2-N2-D2-S,S-N2-D2-P-M1-G3-M1-R2-S,False,1,Dasharatipriya,28.0
Dayaranjani,Dayaranjani,S R2 M1 P D2 S,S N2 D2 M1 G3 S,0.0,Harikāmbhōji,S-R2-M1-P-D2-S,S-N2-D2-M1-G3-S,False,1,Dayaranjani,28.0
Deshākshi,Deshākshi,S R2 G3 P D2 S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-P-D2-S,S-N2-D2-P-M1-G3-R2-S,False,1,Deshākshi,28.0
Dwaithachintāmani,Dwaithachintāmani,S G3 M1 D2 N2 S,S N2 D2 M1 P G3 R2 S,0.0,Harikāmbhōji,S-G3-M1-D2-N2-S,S-N2-D2-M1-P-G3-R2-S,False,1,Dwaithachintāmani,28.0
Dwijāvanthi /Jujāvanthi,Dwijāvanthi /Jujāvanthi,S R2 M1 G3 M1 P D2 S,S N2 D2 P M1 G3 M1 R2 G2 R2 S N2 D2 N2 S (Anya swara* : G2 N3),0.0,Harikāmbhōji,S-R2-M1-G3-M1-P-D2-S,S-N2-D2-P-M1-G3-M1-R2-G2-R2-S-N2-D2-N2-S,False,1,Dwijāvanthi /Jujāvanthi,28.0
Eeshamanohari,Eeshamanohari,S R2 G3 M1 P D2 N2 S,S N2 D2 P M1 R2 M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-D2-N2-S,S-N2-D2-P-M1-R2-M1-G3-R2-S,False,1,Eeshamanohari,28.0
Eeshaivaridhi,Eeshaivaridhi,S R2 M1 D2 N2 S,S N2 P M1 R2 S,0.0,Harikāmbhōji,S-R2-M1-D2-N2-S,S-N2-P-M1-R2-S,False,1,Eeshaivaridhi,28.0
Gāndhāralola,Gāndhāralola,S R2 M1 P D2 S,S N2 D2 P M1 G3 M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-D2-S,S-N2-D2-P-M1-G3-M1-G3-R2-S,False,1,Gāndhāralola,28.0
Guharanjani,Guharanjani,S R2 S M1 P D2 N2 S,S N2 D2 N2 P M1 G3 S,0.0,Harikāmbhōji,S-R2-S-M1-P-D2-N2-S,S-N2-D2-N2-P-M1-G3-S,False,1,Guharanjani,28.0
Hamsaroopini,Hamsaroopini,S R2 G3 P D2 S,S N2 P M1 R2 S,0.0,Harikāmbhōji,S-R2-G3-P-D2-S,S-N2-P-M1-R2-S,False,1,Hamsaroopini,28.0
Harikedāram,Harikedāram,S R2 G3 M1 P D2 N2 S N2 S,S N2 S D2 N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-D2-N2-S-N2-S,S-N2-S-D2-N2-D2-P-M1-G3-R2-S,False,1,Harikedāram,28.0
Harini,Harini,S G3 M1 P D2 N2 D2 S,S N2 S N2 D2 P M1 G3 M1 G2 R2 S,0.0,Harikāmbhōji,S-G3-M1-P-D2-N2-D2-S,S-N2-S-N2-D2-P-M1-G3-M1-G2-R2-S,False,1,Harini,28.0
Harithapriya,Harithapriya,S R2 M1 P D2 S,S N2 D2 P M1 G3 R2 G3 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-D2-S,S-N2-D2-P-M1-G3-R2-G3-R2-S,False,1,Harithapriya,28.0
Hemasāranga,Hemasāranga,S R2 G3 M1 P D2 N2 D2 S,S P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-D2-N2-D2-S,S-P-M1-G3-R2-S,False,1,Hemasāranga,28.0
Jaithshree,Jaithshree,S R2 G3 P D2 S,S D2 P G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-P-D2-S,S-D2-P-G3-R2-S,True,1,Jaithshree,28.0
Jana Sammodhini,Jana Sammodhini,S R2 G3 P D2 N2 S,S N2 D2 P G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-P-D2-N2-S,S-N2-D2-P-G3-R2-S,True,1,Jana Sammodhini,28.0
Jayarāma,Jayarāma,S R2 G3 M1 P D2 N2 S,S N2 D2 P M1 G3 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-D2-N2-S,S-N2-D2-P-M1-G3-S,False,1,Jayarāma,28.0
Jujahuli,Jujahuli,S M1 G3 M1 P D2 N2 S,S N2 D2 P M1 G3 S,0.0,Harikāmbhōji,S-M1-G3-M1-P-D2-N2-S,S-N2-D2-P-M1-G3-S,False,1,Jujahuli,28.0
Kāmbhoji,Kāmbhoji,S R2 G3 M1 P D2 S,S N2 D2 P M1 G3 R2 S N3 P D2 S (Anya swara* : N3),0.0,Harikāmbhōji,S-R2-G3-M1-P-D2-S,S-N2-D2-P-M1-G3-R2-S-N3-P-D2-S,False,1,Kāmbhoji,28.0
Kāpi Nārāyani,Kāpi Nārāyani,S R2 M1 P D2 N2 S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-D2-N2-S,S-N2-D2-P-M1-G3-R2-S,False,1,Kāpi Nārāyani,28.0
Kamās,Kamās,S M1 G3 M1 P D2 N2 S,S N2 D2 P M1 G3 R2 S (Anya swara* : N3),0.0,Harikāmbhōji,S-M1-G3-M1-P-D2-N2-S,S-N2-D2-P-M1-G3-R2-S,False,1,Kamās,28.0
Karnātaka Behāg,Karnātaka Behāg,S R2 G3 M1 P D2 N2 S,S N2 D2 N2 P D2 M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-D2-N2-S,S-N2-D2-N2-P-D2-M1-G3-R2-S,False,1,Karnātaka Behāg,28.0
Karnātaka Devagāndhāri,Karnātaka Devagāndhāri,S G3 M1 P N2 S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-G3-M1-P-N2-S,S-N2-D2-P-M1-G3-R2-S,False,1,Karnātaka Devagāndhāri,28.0
Kedāragowla,Kedāragowla,S R2 M1 P N2 S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-N2-S,S-N2-D2-P-M1-G3-R2-S,False,1,Kedāragowla,28.0
Keshavapriyā,Keshavapriyā,S R2 S M1 P D2 N2 S,S N2 S P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-S-M1-P-D2-N2-S,S-N2-S-P-M1-G3-R2-S,False,1,Keshavapriyā,28.0
Kokiladhwani,Kokiladhwani,S R2 G3 M1 D2 N2 D2 S,S N2 D2 N2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-D2-N2-D2-S,S-N2-D2-N2-P-M1-G3-R2-S,False,1,Kokiladhwani,28.0
Kokilavarāli,Kokilavarāli,S R2 M1 P D2 S,S N2 D2 M1 P M1 G3 R2 G3 S,0.0,Harikāmbhōji,S-R2-M1-P-D2-S,S-N2-D2-M1-P-M1-G3-R2-G3-S,False,1,Kokilavarāli,28.0
Kunthalavarāli,Kunthalavarāli,S M1 P D2 N2 D2 S,S N2 D2 P M1 S,0.0,Harikāmbhōji,S-M1-P-D2-N2-D2-S,S-N2-D2-P-M1-S,False,1,Kunthalavarāli,28.0
Mālavi,Mālavi,S R2 G3 M1 P N2 M1 D2 N2 S,S N2 D2 N2 P M1 G3 M1 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-N2-M1-D2-N2-S,S-N2-D2-N2-P-M1-G3-M1-R2-S,False,1,Mālavi,28.0
Madhurakokila,Madhurakokila,S R2 G3 D2 N2 S,S N2 D2 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-D2-N2-S,S-N2-D2-G3-R2-S,True,1,Madhurakokila,28.0
Mahathi,Mahathi,S G3 P N2 S,S N2 P G3 S,0.0,Harikāmbhōji,S-G3-P-N2-S,S-N2-P-G3-S,True,1,Mahathi,28.0
Mahuri,Mahuri,S R2 M1 G3 R2 G3 P D2 S,S N2 D2 P M1 G3 R2 S R2 G3 R2 S,0.0,Harikāmbhōji,S-R2-M1-G3-R2-G3-P-D2-S,S-N2-D2-P-M1-G3-R2-S-R2-G3-R2-S,False,1,Mahuri,28.0
Manjupriya,Manjupriya,S G3 M1 P N2 S,S N2 D2 P G3 R2 S,0.0,Harikāmbhōji,S-G3-M1-P-N2-S,S-N2-D2-P-G3-R2-S,False,1,Manjupriya,28.0
Manoharam,Manoharam,S R2 G3 M1 D2 N2 S,S N2 P M1 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-D2-N2-S,S-N2-P-M1-R2-S,False,1,Manoharam,28.0
Mattakokila,Mattakokila,S R2 P D2 N2 D2 S,S D2 N2 D2 P R2 S,0.0,Harikāmbhōji,S-R2-P-D2-N2-D2-S,S-D2-N2-D2-P-R2-S,True,1,Mattakokila,28.0
Meghana,Meghana,S M1 G3 M1 P D2 S,S N2 D2 M1 G3 S,0.0,Harikāmbhōji,S-M1-G3-M1-P-D2-S,S-N2-D2-M1-G3-S,False,1,Meghana,28.0
Nāgaswarāvali,Nāgaswarāvali,S G3 M1 P D2 S,S D2 P M1 G3 S,0.0,Harikāmbhōji,S-G3-M1-P-D2-S,S-D2-P-M1-G3-S,True,1,Nāgaswarāvali,28.0
Nārāyanagowla,Nārāyanagowla,S R2 M1 P N2 D2 N2 S,S N2 D2 P M1 G3 R2 G3 S,0.0,Harikāmbhōji,S-R2-M1-P-N2-D2-N2-S,S-N2-D2-P-M1-G3-R2-G3-S,False,1,Nārāyanagowla,28.0
Nārāyani,Nārāyani,S R2 M1 P D2 S,S N2 D2 P M1 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-D2-S,S-N2-D2-P-M1-R2-S,False,1,Nārāyani,28.0
Nāttai Kurinji,Nāttai Kurinji,S R2 G3 M1 N2 D2 N2 P D2 N2 S,S N2 D2 M1 G3 M1 P G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-N2-D2-N2-P-D2-N2-S,S-N2-D2-M1-G3-M1-P-G3-R2-S,False,1,Nāttai Kurinji,28.0
Nāttai Nārāyani,Nāttai Nārāyani,S R2 G3 M1 D2 N2 D2 S,S N2 D2 P M1 G3 M1 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-D2-N2-D2-S,S-N2-D2-P-M1-G3-M1-R2-S,False,1,Nāttai Nārāyani,28.0
Navarasa Kalānidhi,Navarasa Kalānidhi,S R2 M1 P S N2 S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-S-N2-S,S-N2-D2-P-M1-G3-R2-S,False,1,Navarasa Kalānidhi,28.0
Navarasa kannada,Navarasa kannada,S G3 M1 P S,S N2 D2 M1 G3 R2 S,0.0,Harikāmbhōji,S-G3-M1-P-S,S-N2-D2-M1-G3-R2-S,False,1,Navarasa kannada,28.0
Neela,Neela,S G3 M1 D2 N2 S,S N2 D2 M1 G3 S,0.0,Harikāmbhōji,S-G3-M1-D2-N2-S,S-N2-D2-M1-G3-S,True,1,Neela,28.0
Pārsi,Pārsi,S R2 G3 M1 D2 N2 S,S N2 D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-D2-N2-S,S-N2-D2-P-M1-G3-R2-S,False,1,Pārsi,28.0
Parameshwarapriyā,Parameshwarapriyā,S R2 G3 M1 P N2 S,S N2 P M1 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-N2-S,S-N2-P-M1-R2-S,False,1,Parameshwarapriyā,28.0
Pashupathipriyā,Pashupathipriyā,S R2 M1 P M1 D2 S,S D2 M1 P R2 M1 S,0.0,Harikāmbhōji,S-R2-M1-P-M1-D2-S,S-D2-M1-P-R2-M1-S,False,1,Pashupathipriyā,28.0
Poornakāmbhoji,Poornakāmbhoji,S R2 G3 M1 P N2 S,S D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-G3-M1-P-N2-S,S-D2-P-M1-G3-R2-S,False,1,Poornakāmbhoji,28.0
Pratāpa Nāttai,Pratāpa Nāttai,S R2 G3 M1 D2 P D2 N3 S,S N3 D2 P M1 G3 S,0.0,Harikāmbhōji,S-R2-G3-M1-D2-P-D2-N3-S,S-N3-D2-P-M1-G3-S,False,1,Pratāpa Nāttai,28.0
Pratāpavarāli,Pratāpavarāli,S R2 M1 P D2 P S,S D2 P M1 G3 R2 S,0.0,Harikāmbhōji,S-R2-M1-P-D2-P-S,S-D2-P-M1-G3-R2-S,False,1,Pratāpavarāli,28.0
Pravalajyoti,Pravalajyoti,S R2 M1 P D2 N2 S,S N2 D2 P M1 G3 S,0.0,Harikāmbhōji,S-R2-M1-P-D2-N2-S,S-N2-D2-P-M1-G3-S,False,1,Pravalajyoti,28.0
